age,education,education-num,marital-status,occupation,relationship,race,sex
30,Some-college,10,Divorced,Adm-clerical,Own-child,White,Female
20,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male
28,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female
54,11th,7,Divorced,Priv-house-serv,Unmarried,Black,Female
20,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male
34,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male
21,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male
29,Some-college,10,Never-married,Other-service,Unmarried,White,Female
51,Some-college,10,Divorced,Exec-managerial,Unmarried,White,Female
39,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,Black,Female
19,Some-college,10,Never-married,Adm-clerical,Other-relative,Black,Female
22,HS-grad,9,Never-married,Farming-fishing,Own-child,White,Male
59,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female
18,11th,7,Never-married,Sales,Own-child,White,Male
22,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male
42,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male
39,Assoc-acdm,12,Never-married,Craft-repair,Not-in-family,White,Male
31,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male
28,11th,7,Separated,Craft-repair,Unmarried,White,Female
22,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Female
67,Masters,14,Never-married,Other-service,Not-in-family,White,Female
17,11th,7,Never-married,Sales,Own-child,White,Female
47,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Husband,White,Male
23,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female
20,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female
22,HS-grad,9,Never-married,Sales,Unmarried,White,Female
47,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,White,Male
49,Some-college,10,Married-civ-spouse,Sales,Wife,White,Female
64,Some-college,10,Married-civ-spouse,?,Husband,White,Male
35,Some-college,10,Divorced,Exec-managerial,Not-in-family,Black,Female
52,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Female
29,HS-grad,9,Never-married,Sales,Not-in-family,White,Female
73,10th,6,Widowed,Sales,Unmarried,White,Female
38,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male
59,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male
35,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male
18,Some-college,10,Never-married,Sales,Own-child,White,Female
24,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,Black,Female
33,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male
40,Some-college,10,Divorced,Exec-managerial,Other-relative,Black,Female
55,HS-grad,9,Widowed,Adm-clerical,Not-in-family,White,Female
44,HS-grad,9,Divorced,Prof-specialty,Not-in-family,White,Male
40,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Female
22,HS-grad,9,Divorced,Handlers-cleaners,Own-child,White,Male
55,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,White,Female
45,HS-grad,9,Separated,Tech-support,Not-in-family,White,Female
47,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female
56,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male
44,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male
32,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male
17,10th,6,Never-married,Other-service,Own-child,White,Male
44,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Male
32,Assoc-acdm,12,Never-married,Sales,Not-in-family,White,Male
35,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male
27,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male
32,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male
68,11th,7,Divorced,Transport-moving,Not-in-family,White,Male
20,Some-college,10,Never-married,Other-service,Own-child,White,Female
33,Some-college,10,Divorced,Adm-clerical,Not-in-family,Black,Female
24,9th,5,Never-married,Handlers-cleaners,Own-child,White,Male
48,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male
45,Masters,14,Divorced,Prof-specialty,Unmarried,White,Female
48,Some-college,10,Widowed,Adm-clerical,Not-in-family,White,Female
28,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male
60,Some-college,10,Married-civ-spouse,?,Husband,White,Male
39,Masters,14,Divorced,Prof-specialty,Unmarried,White,Female
23,Some-college,10,Never-married,Other-service,Own-child,White,Male
23,12th,8,Never-married,Exec-managerial,Not-in-family,White,Male
36,Some-college,10,Separated,Adm-clerical,Other-relative,White,Female
25,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female
52,HS-grad,9,Never-married,Other-service,Unmarried,White,Male
35,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male
41,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male
45,Bachelors,13,Married-civ-spouse,Sales,Wife,White,Female
37,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male
58,Assoc-voc,11,Widowed,Prof-specialty,Not-in-family,White,Female
67,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female
48,HS-grad,9,Married-civ-spouse,Prof-specialty,Wife,White,Female
63,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male
24,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male
43,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male
36,HS-grad,9,Divorced,Transport-moving,Own-child,White,Male
32,HS-grad,9,Married-civ-spouse,Transport-moving,Own-child,White,Male
36,Some-college,10,Never-married,Craft-repair,Not-in-family,Asian-Pac-Islander,Male
43,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female
27,HS-grad,9,Never-married,Adm-clerical,Not-in-family,Black,Female
17,11th,7,Never-married,Other-service,Own-child,White,Male
45,Bachelors,13,Divorced,Sales,Not-in-family,White,Female
41,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male
41,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male
18,HS-grad,9,Never-married,?,Own-child,White,Female
48,Assoc-acdm,12,Separated,Adm-clerical,Not-in-family,Black,Female
51,Assoc-voc,11,Married-civ-spouse,?,Husband,White,Male
26,Some-college,10,Never-married,Other-service,Own-child,White,Female
54,Preschool,1,Married-civ-spouse,Farming-fishing,Husband,White,Male
22,Some-college,10,Divorced,Sales,Own-child,White,Female
19,HS-grad,9,Never-married,Transport-moving,Own-child,White,Male
47,7th-8th,4,Divorced,Handlers-cleaners,Other-relative,Black,Male
32,HS-grad,9,Married-spouse-absent,Other-service,Unmarried,White,Female
46,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male
30,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Female
35,Masters,14,Never-married,Exec-managerial,Not-in-family,Asian-Pac-Islander,Male
52,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,Male
73,12th,8,Married-civ-spouse,Farming-fishing,Husband,White,Male
17,10th,6,Never-married,Other-service,Own-child,White,Male
32,Bachelors,13,Separated,Prof-specialty,Unmarried,White,Female
43,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male
19,HS-grad,9,Never-married,?,Own-child,White,Male
26,HS-grad,9,Never-married,Machine-op-inspct,Unmarried,Other,Female
41,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male
49,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,White,Male
52,Some-college,10,Separated,Protective-serv,Unmarried,White,Male
35,HS-grad,9,Separated,Adm-clerical,Unmarried,White,Female
57,11th,7,Married-civ-spouse,Other-service,Husband,White,Male
35,Assoc-voc,11,Married-spouse-absent,Prof-specialty,Unmarried,White,Female
33,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male
56,7th-8th,4,Divorced,Transport-moving,Unmarried,White,Male
42,Bachelors,13,Never-married,Sales,Own-child,White,Male
17,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male
49,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female
39,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male
34,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female
37,Some-college,10,Never-married,Prof-specialty,Not-in-family,Black,Male
22,12th,8,Never-married,Other-service,Not-in-family,White,Male
27,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male
21,Some-college,10,Never-married,Sales,Own-child,White,Female
59,Some-college,10,Married-civ-spouse,?,Husband,White,Male
44,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male
53,10th,6,Married-spouse-absent,Transport-moving,Not-in-family,White,Male
26,11th,7,Never-married,Craft-repair,Not-in-family,White,Male
48,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male
39,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male
34,HS-grad,9,Never-married,Other-service,Unmarried,Amer-Indian-Eskimo,Female
54,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male
36,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male
60,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male
50,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male
48,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male
35,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female
40,Assoc-acdm,12,Divorced,Prof-specialty,Not-in-family,White,Female
30,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male
65,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male
31,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male
46,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Husband,White,Male
67,9th,5,Divorced,?,Not-in-family,White,Female
62,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male
38,Bachelors,13,Never-married,Exec-managerial,Unmarried,White,Female
24,Bachelors,13,Never-married,Other-service,Own-child,White,Female
24,Some-college,10,Never-married,Sales,Not-in-family,Asian-Pac-Islander,Female
27,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female
43,Assoc-acdm,12,Married-spouse-absent,Other-service,Unmarried,White,Female
48,HS-grad,9,Divorced,Handlers-cleaners,Unmarried,Asian-Pac-Islander,Female
41,HS-grad,9,Separated,Craft-repair,Not-in-family,Black,Male
30,Some-college,10,Married-civ-spouse,Tech-support,Wife,Black,Female
38,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male
45,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Male
45,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Male
55,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female
46,7th-8th,4,Married-civ-spouse,Exec-managerial,Husband,White,Male
24,Bachelors,13,Never-married,Prof-specialty,Own-child,Asian-Pac-Islander,Male
31,Some-college,10,Never-married,Adm-clerical,Own-child,Amer-Indian-Eskimo,Female
35,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male
37,Some-college,10,Separated,Adm-clerical,Not-in-family,White,Female
29,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male
56,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male
60,HS-grad,9,Married-civ-spouse,?,Husband,White,Male
25,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male
33,10th,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male
44,HS-grad,9,Never-married,Sales,Not-in-family,White,Female
21,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male
21,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Male
46,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male
44,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male
63,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Female
44,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female
31,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male
26,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male
37,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male
60,Some-college,10,Divorced,?,Not-in-family,White,Female
33,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male
38,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male
26,Assoc-voc,11,Never-married,Sales,Own-child,White,Female
46,Assoc-voc,11,Divorced,Exec-managerial,Unmarried,Asian-Pac-Islander,Female
24,HS-grad,9,Never-married,Other-service,Unmarried,White,Female
47,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male
27,Some-college,10,Never-married,Tech-support,Not-in-family,White,Female
46,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male
47,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Husband,Black,Male
47,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Male
69,HS-grad,9,Widowed,Machine-op-inspct,Unmarried,White,Male
32,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male
51,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Black,Male
36,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male
50,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female
29,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male
32,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male
27,10th,6,Divorced,Transport-moving,Not-in-family,Amer-Indian-Eskimo,Male
60,7th-8th,4,Divorced,Adm-clerical,Not-in-family,White,Female
31,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male
46,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male
40,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female
39,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Black,Male
69,7th-8th,4,Married-civ-spouse,Sales,Husband,White,Male
54,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male
56,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female
47,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female
25,Assoc-acdm,12,Never-married,Tech-support,Not-in-family,White,Female
34,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male
24,7th-8th,4,Never-married,Farming-fishing,Own-child,White,Male
63,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male
29,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male
64,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male
44,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male
26,HS-grad,9,Never-married,Craft-repair,Other-relative,White,Male
36,10th,6,Divorced,Other-service,Not-in-family,White,Female
55,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male
37,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Wife,White,Female
37,10th,6,Never-married,Machine-op-inspct,Not-in-family,White,Male
63,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female
33,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male
19,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female
57,Masters,14,Married-civ-spouse,Prof-specialty,Wife,Black,Female
31,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,White,Male
20,Some-college,10,Never-married,?,Own-child,White,Female
58,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male
20,Some-college,10,Never-married,?,Own-child,White,Female
25,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male
40,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female
18,11th,7,Never-married,Other-service,Own-child,White,Male
26,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Male
29,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male
45,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Black,Male
35,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female
32,Some-college,10,Divorced,Machine-op-inspct,Unmarried,White,Male
61,HS-grad,9,Widowed,Other-service,Other-relative,White,Female
26,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male
56,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male
22,Some-college,10,Married-spouse-absent,Adm-clerical,Own-child,Asian-Pac-Islander,Female
49,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male
40,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female
37,HS-grad,9,Separated,Exec-managerial,Own-child,White,Male
23,Bachelors,13,Never-married,?,Own-child,White,Male
28,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male
27,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male
34,Assoc-voc,11,Divorced,Sales,Unmarried,White,Female
49,9th,5,Married-civ-spouse,Handlers-cleaners,Husband,White,Male
41,Some-college,10,Never-married,Craft-repair,Own-child,Asian-Pac-Islander,Male
28,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male
38,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male
47,Assoc-acdm,12,Married-civ-spouse,Protective-serv,Husband,White,Male
28,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male
44,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male
41,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Male
50,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male
73,HS-grad,9,Widowed,Craft-repair,Not-in-family,White,Male
21,Some-college,10,Never-married,Other-service,Own-child,Black,Male
38,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female
64,Masters,14,Married-civ-spouse,?,Husband,White,Male
47,Some-college,10,Divorced,Tech-support,Unmarried,White,Female
52,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male
24,Bachelors,13,Never-married,Sales,Not-in-family,White,Male
44,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male
27,7th-8th,4,Divorced,Machine-op-inspct,Unmarried,White,Male
61,Some-college,10,Married-civ-spouse,Sales,Husband,Black,Male
58,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male
51,Bachelors,13,Never-married,Sales,Not-in-family,White,Female
49,Some-college,10,Divorced,Sales,Unmarried,White,Female
23,Some-college,10,Never-married,Adm-clerical,Own-child,Black,Male
19,Assoc-voc,11,Never-married,Adm-clerical,Own-child,Black,Female
21,HS-grad,9,Never-married,Farming-fishing,Not-in-family,White,Male
56,11th,7,Divorced,Sales,Not-in-family,White,Female
35,12th,8,Married-civ-spouse,Craft-repair,Husband,White,Male
37,Some-college,10,Divorced,Tech-support,Unmarried,Amer-Indian-Eskimo,Female
41,Doctorate,16,Divorced,Sales,Unmarried,White,Female
30,11th,7,Married-civ-spouse,Sales,Husband,White,Male
35,Doctorate,16,Married-civ-spouse,Tech-support,Wife,White,Female
47,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male
59,10th,6,Widowed,Exec-managerial,Unmarried,White,Female
55,11th,7,Married-civ-spouse,Machine-op-inspct,Husband,White,Male
